"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 20, 2020","47.70","49.40","49.55","47.00","347.89K","-1.85%"
"Apr 17, 2020","48.60","48.80","49.10","47.00","406.90K","3.85%"
"Apr 16, 2020","46.80","45.90","47.80","44.05","464.20K","1.08%"
"Apr 15, 2020","46.30","47.40","47.90","46.30","528.32K","-4.93%"
"Apr 13, 2020","48.70","49.20","49.20","44.60","1.92M","3.84%"
"Apr 09, 2020","46.90","46.90","46.90","46.90","89.96K","4.92%"
"Apr 08, 2020","44.70","44.70","44.70","44.70","147.08K","4.93%"
"Apr 07, 2020","42.60","42.60","42.60","42.35","99.04K","4.93%"
"Apr 03, 2020","40.60","40.60","40.60","40.00","316.69K","4.91%"
"Apr 01, 2020","38.70","37.95","38.70","37.85","343.22K","4.88%"
"Mar 31, 2020","36.90","36.50","36.90","36.00","530.90K","4.98%"
"Mar 30, 2020","35.15","37.00","37.00","35.15","325.82K","-5.00%"
"Mar 27, 2020","37.00","37.30","37.30","35.00","767.78K","4.08%"
"Mar 26, 2020","35.55","34.00","35.55","33.50","854.58K","4.87%"
"Mar 25, 2020","33.90","32.00","34.00","30.80","613.54K","4.63%"
"Mar 24, 2020","32.40","32.05","35.15","31.85","1.32M","-3.28%"
"Mar 23, 2020","33.50","34.90","34.90","33.50","153.87K","-4.96%"
"Mar 20, 2020","35.25","34.50","35.80","32.50","834.71K","3.37%"
"Mar 19, 2020","34.10","34.10","37.25","34.10","950.33K","-9.91%"
"Mar 18, 2020","37.85","42.10","42.95","37.85","450.05K","-9.99%"
"Mar 17, 2020","42.05","41.60","45.65","39.80","1.09M","-1.29%"
"Mar 16, 2020","42.60","42.70","43.90","39.35","823.03K","-2.52%"
"Mar 13, 2020","43.70","44.95","48.00","43.70","2.99M","-9.99%"
"Mar 12, 2020","48.55","53.90","53.90","48.30","1.82M","-19.55%"
"Mar 11, 2020","60.35","64.20","66.00","60.00","702.22K","-4.89%"
"Mar 09, 2020","63.45","62.90","67.75","60.05","4.14M","0.40%"
"Mar 06, 2020","63.20","66.10","66.10","58.10","1.56M","-8.93%"
"Mar 05, 2020","69.40","70.60","72.20","69.05","3.56M","-2.12%"
"Mar 04, 2020","70.90","74.35","74.35","68.25","1.03M","-4.64%"
"Mar 03, 2020","74.35","76.25","78.70","73.00","705.05K","-2.04%"
"Mar 02, 2020","75.90","85.00","86.00","73.50","524.85K","-8.88%"
"Feb 28, 2020","83.30","86.00","86.00","82.10","477.99K","-4.69%"
"Feb 27, 2020","87.40","89.00","89.25","86.85","271.65K","-1.63%"
"Feb 26, 2020","88.85","87.45","90.20","86.30","620.25K","1.43%"
"Feb 25, 2020","87.60","87.70","89.30","86.80","435.98K","1.15%"
"Feb 24, 2020","86.60","90.30","92.20","86.00","618.26K","-6.83%"
"Feb 20, 2020","92.95","87.95","94.25","86.55","1.19M","6.05%"
"Feb 19, 2020","87.65","84.50","89.65","83.70","773.53K","4.28%"
"Feb 18, 2020","84.05","86.20","86.50","82.60","338.16K","-2.72%"
"Feb 17, 2020","86.40","89.50","89.55","85.30","489.92K","-3.57%"
"Feb 14, 2020","89.60","84.75","93.40","81.55","2.96M","5.79%"
"Feb 13, 2020","84.70","87.95","88.20","83.70","446.49K","-3.64%"
"Feb 12, 2020","87.90","90.60","90.90","87.65","405.11K","-2.98%"
"Feb 11, 2020","90.60","91.00","91.30","90.25","160.59K","-0.17%"
"Feb 10, 2020","90.75","91.65","91.90","90.60","139.97K","-0.98%"
"Feb 07, 2020","91.65","92.00","92.50","91.20","205.13K","-0.11%"
"Feb 06, 2020","91.75","92.70","93.45","91.50","293.82K","-0.97%"
"Feb 05, 2020","92.65","92.00","93.45","91.00","365.25K","0.82%"
"Feb 04, 2020","91.90","93.50","94.55","91.50","417.43K","-0.16%"
"Feb 03, 2020","92.05","93.45","96.50","91.20","290.84K","-1.66%"
"Feb 01, 2020","93.60","96.50","97.55","92.55","284.31K","-2.95%"
"Jan 31, 2020","96.45","97.00","97.60","96.05","168.66K","-0.21%"
"Jan 30, 2020","96.65","99.00","99.65","96.20","239.83K","-2.23%"
"Jan 29, 2020","98.85","99.70","100.70","98.70","249.80K","-0.90%"
"Jan 28, 2020","99.75","101.50","102.50","99.05","487.82K","1.06%"
"Jan 27, 2020","98.70","99.50","100.95","98.40","274.11K","-0.05%"
"Jan 24, 2020","98.75","100.90","101.60","98.40","575.75K","-0.25%"
"Jan 23, 2020","99.00","100.15","102.90","98.75","475.90K","1.18%"
"Jan 22, 2020","97.85","102.30","102.50","97.50","501.55K","-3.79%"
"Jan 21, 2020","101.70","102.45","102.65","101.35","191.72K","-0.93%"
"Jan 20, 2020","102.65","104.30","105.25","102.20","333.32K","-0.53%"
"Jan 17, 2020","103.20","104.00","104.80","102.70","235.13K","-0.82%"
"Jan 16, 2020","104.05","105.05","106.00","103.50","236.55K","-0.34%"
"Jan 15, 2020","104.40","105.00","105.25","103.55","216.01K","-0.43%"
"Jan 14, 2020","104.85","104.15","106.00","103.20","435.30K","0.67%"
"Jan 13, 2020","104.15","106.55","106.55","103.70","270.59K","-1.88%"
"Jan 10, 2020","106.15","108.90","109.10","105.05","458.51K","-0.14%"
"Jan 09, 2020","106.30","103.30","109.40","103.30","1.67M","7.10%"
"Jan 08, 2020","99.25","100.00","100.00","97.00","731.64K","-2.22%"
"Jan 07, 2020","101.50","108.90","108.90","100.65","615.69K","-3.33%"
"Jan 06, 2020","105.00","105.00","110.60","101.50","831.81K","-1.08%"
"Jan 03, 2020","106.15","112.70","113.05","105.60","915.92K","-6.80%"
"Jan 02, 2020","113.90","116.35","117.30","111.55","518.33K","-2.15%"
"Jan 01, 2020","116.40","113.00","120.00","113.00","1.60M","3.28%"
